row_number,errors,data
76,"['Invalid phone number: 7094288686.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 546093.0, 'full_name': 'Neelofar Dewan', 'email': 'xchanda@yahoo.com', 'phone_number': 7094288686.0, 'city': 'Chennai', 'signup_date': '26-07-2024'}"
77,"['Email is required', 'Invalid phone number: 7426587693.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 671382.0, 'full_name': 'Zoya Subramaniam', 'email': '', 'phone_number': 7426587693.0, 'city': 'Pune', 'signup_date': '18-08-2023'}"
78,"['Invalid phone number: 8080284453.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 861486.0, 'full_name': 'Heer Shah', 'email': 'frandhawa@hotmail.com', 'phone_number': 8080284453.0, 'city': 'Delhi', 'signup_date': '28-06-2024'}"
79,"['Invalid phone number: 9084229175.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 680823.0, 'full_name': 'Nakul Ravi', 'email': 'asaini@atwal.com', 'phone_number': 9084229175.0, 'city': 'Mumbai', 'signup_date': '15-06-2024'}"
80,"['Invalid phone number: 8491731479.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 245018.0, 'full_name': 'Kabir Vaidya', 'email': 'nhanda@bal.org', 'phone_number': 8491731479.0, 'city': 'Delhi', 'signup_date': '11-05-2023'}"
81,"['Invalid phone number: 7761029653.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 277453.0, 'full_name': 'Azad Kalita', 'email': 'chargatik@karnik.info', 'phone_number': 7761029653.0, 'city': 'Hyderabad', 'signup_date': '02-11-2024'}"
82,"['Invalid phone number: 8496435124.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 260398.0, 'full_name': 'Rasha Seshadri', 'email': 'tejasbhandari@yahoo.com', 'phone_number': 8496435124.0, 'city': 'Bangalore', 'signup_date': '22-03-2025'}"
83,"['Email is required', 'Invalid phone number: 9350539051.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 317541.0, 'full_name': 'Mamooty Raja', 'email': '', 'phone_number': 9350539051.0, 'city': 'Hyderabad', 'signup_date': '29-03-2025'}"
84,"['Email is required', 'Invalid phone number: 7551750221.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 272460.0, 'full_name': 'Shayak Das', 'email': '', 'phone_number': 7551750221.0, 'city': 'Chennai', 'signup_date': '01-07-2023'}"
85,"['Invalid phone number: 7357693465.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 339336.0, 'full_name': 'Samiha Swaminathan', 'email': 'vidurchatterjee@sood.com', 'phone_number': 7357693465.0, 'city': 'Kolkata', 'signup_date': '28-01-2025'}"
86,"['Email is required', 'Invalid phone number: 7150792111.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 131166.0, 'full_name': 'Samiha Batra', 'email': '', 'phone_number': 7150792111.0, 'city': 'Delhi', 'signup_date': '24-12-2023'}"
87,"['Email is required', 'Invalid phone number: 7492455756.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 650820.0, 'full_name': 'Dhanuk Rana', 'email': '', 'phone_number': 7492455756.0, 'city': 'Bangalore', 'signup_date': '26-04-2023'}"
88,"['Invalid phone number: 9202074837.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 242140.0, 'full_name': 'Reyansh Mall', 'email': 'miraandhar@barman.info', 'phone_number': 9202074837.0, 'city': 'Kolkata', 'signup_date': '06-02-2024'}"
89,"['Invalid phone number: 8780770255.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 958765.0, 'full_name': 'Urvi Kata', 'email': 'singhalkiaan@chopra-singh.com', 'phone_number': 8780770255.0, 'city': 'Pune', 'signup_date': '04-04-2025'}"
90,"['Invalid phone number: 8392130357.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 616992.0, 'full_name': 'Chirag Tandon', 'email': 'adiravenkataraman@mangat.com', 'phone_number': 8392130357.0, 'city': 'Bangalore', 'signup_date': '21-03-2025'}"
91,"['Invalid phone number: 9893224092.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 474314.0, 'full_name': 'Kimaya Trivedi', 'email': 'dharmajanbawa@yahoo.com', 'phone_number': 9893224092.0, 'city': 'Chennai', 'signup_date': '16-03-2025'}"
92,"['Invalid phone number: 9742050442.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 753630.0, 'full_name': 'Rati Bumb', 'email': 'oborra@bhalla.com', 'phone_number': 9742050442.0, 'city': 'Chennai', 'signup_date': '11-04-2025'}"
93,"['Email is required', 'Invalid phone number: 8361179423.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 871624.0, 'full_name': 'Lakshay Goda', 'email': '', 'phone_number': 8361179423.0, 'city': 'Chennai', 'signup_date': '26-03-2025'}"
94,"['Invalid phone number: 9973478222.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 402031.0, 'full_name': 'Urvi Tiwari', 'email': 'kabirhegde@yahoo.com', 'phone_number': 9973478222.0, 'city': 'Bangalore', 'signup_date': '03-04-2025'}"
95,"['Invalid phone number: 8669084740.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 851249.0, 'full_name': 'Manjari Batta', 'email': 'navyadhingra@kant.com', 'phone_number': 8669084740.0, 'city': 'Pune', 'signup_date': '14-04-2025'}"
96,"['Invalid phone number: 8088636575.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 931756.0, 'full_name': 'Nitara Singh', 'email': 'ljain@babu-badal.info', 'phone_number': 8088636575.0, 'city': 'Kolkata', 'signup_date': '10-10-2024'}"
97,"['Invalid phone number: 8927631712.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 451453.0, 'full_name': 'Aarush Uppal', 'email': 'vritikabhargava@gmail.com', 'phone_number': 8927631712.0, 'city': 'Delhi', 'signup_date': '19-05-2024'}"
98,"['Invalid phone number: 9236479926.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 817427.0, 'full_name': 'Gokul Dixit', 'email': 'urvi68@mangat-ramesh.org', 'phone_number': 9236479926.0, 'city': 'Mumbai', 'signup_date': '26-03-2025'}"
99,"['Invalid phone number: 8647981998.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 224232.0, 'full_name': 'Divyansh Tripathi', 'email': 'jyohannan@datta.com', 'phone_number': 8647981998.0, 'city': 'Mumbai', 'signup_date': '22-03-2025'}"
100,"['Email is required', 'Invalid phone number: 7422716988.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 941546.0, 'full_name': 'Nehmat Goswami', 'email': '', 'phone_number': 7422716988.0, 'city': 'Bangalore', 'signup_date': '11-02-2024'}"
101,"['Invalid phone number: 7065258075.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 996124.0, 'full_name': 'Pranay Mani', 'email': 'rheakashyap@garg.com', 'phone_number': 7065258075.0, 'city': 'Kolkata', 'signup_date': '17-03-2024'}"
102,"['Invalid phone number: 9264889041.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 978802.0, 'full_name': 'Shaan Sule', 'email': 'deysahil@walia.com', 'phone_number': 9264889041.0, 'city': 'Hyderabad', 'signup_date': '10-09-2024'}"
103,"['Email is required', 'Invalid phone number: 8736097463.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 528729.0, 'full_name': 'Vaibhav Bhagat', 'email': '', 'phone_number': 8736097463.0, 'city': 'Pune', 'signup_date': '11-05-2023'}"
104,"['Invalid phone number: 7705372224.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 910990.0, 'full_name': 'Kiara Karan', 'email': 'hanshbhardwaj@hotmail.com', 'phone_number': 7705372224.0, 'city': 'Kolkata', 'signup_date': '18-03-2025'}"
105,"['Invalid phone number: 7950512724.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 374484.0, 'full_name': 'Sahil Ram', 'email': 'shankergokul@swaminathan-batta.com', 'phone_number': 7950512724.0, 'city': 'Chennai', 'signup_date': '25-04-2023'}"
106,"['Invalid phone number: 9369438905.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 266010.0, 'full_name': 'Divij Karnik', 'email': 'dattatejas@gmail.com', 'phone_number': 9369438905.0, 'city': 'Chennai', 'signup_date': '01-07-2024'}"
107,"['Invalid phone number: 7999152987.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 459109.0, 'full_name': 'Lavanya Balay', 'email': 'bhaminisidhu@gmail.com', 'phone_number': 7999152987.0, 'city': 'Pune', 'signup_date': '03-02-2025'}"
108,"['Invalid phone number: 8045173090.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 758480.0, 'full_name': 'Damini Toor', 'email': 'divitdada@dave-bahl.net', 'phone_number': 8045173090.0, 'city': 'Bangalore', 'signup_date': '05-06-2023'}"
109,"['Invalid phone number: 8064951089.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 625925.0, 'full_name': 'Samaira Barad', 'email': 'fkamdar@gmail.com', 'phone_number': 8064951089.0, 'city': 'Chennai', 'signup_date': '31-12-2024'}"
110,"['Invalid phone number: 8979456272.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 447906.0, 'full_name': 'Ishita Dalal', 'email': 'anikathaker@gmail.com', 'phone_number': 8979456272.0, 'city': 'Hyderabad', 'signup_date': '01-04-2025'}"
111,"['Invalid phone number: 8636452195.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 659028.0, 'full_name': 'Vanya Dutta', 'email': 'varugheseishaan@yahoo.com', 'phone_number': 8636452195.0, 'city': 'Pune', 'signup_date': '07-04-2025'}"
112,"['Invalid phone number: 7442535693.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 828925.0, 'full_name': 'Nehmat Bhatnagar', 'email': 'kumerraunak@hotmail.com', 'phone_number': 7442535693.0, 'city': 'Bangalore', 'signup_date': '30-06-2024'}"
113,"['Invalid phone number: 7351077821.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 251603.0, 'full_name': 'Jiya Sem', 'email': 'ojassampath@seth.info', 'phone_number': 7351077821.0, 'city': 'Mumbai', 'signup_date': '14-05-2023'}"
114,"['Invalid phone number: 8700236945.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 494410.0, 'full_name': 'Vaibhav Sawhney', 'email': 'rtailor@zachariah.com', 'phone_number': 8700236945.0, 'city': 'Ahmedabad', 'signup_date': '04-01-2025'}"
115,"['Invalid phone number: 8483023288.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 875735.0, 'full_name': 'Parinaaz Mann', 'email': 'purabbora@borde.com', 'phone_number': 8483023288.0, 'city': 'Pune', 'signup_date': '17-03-2025'}"
116,"['Invalid phone number: 7677380881.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 879908.0, 'full_name': 'Nayantara Ram', 'email': 'sara46@vohra.com', 'phone_number': 7677380881.0, 'city': 'Hyderabad', 'signup_date': '03-08-2023'}"
117,"['Invalid phone number: 7230468901.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 682461.0, 'full_name': 'Reyansh Shan', 'email': 'lakshitsavant@halder.com', 'phone_number': 7230468901.0, 'city': 'Delhi', 'signup_date': '14-10-2024'}"
118,"['Invalid phone number: 8935358592.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 420069.0, 'full_name': 'Tushar Johal', 'email': 'rsha@hotmail.com', 'phone_number': 8935358592.0, 'city': 'Bangalore', 'signup_date': '27-02-2024'}"
119,"['Email is required', 'Invalid phone number: 7057946723.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 345929.0, 'full_name': 'Lakshay Kari', 'email': '', 'phone_number': 7057946723.0, 'city': 'Bangalore', 'signup_date': '25-01-2025'}"
120,"['Email is required', 'Invalid phone number: 8576363819.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 496955.0, 'full_name': 'Navya Dhawan', 'email': '', 'phone_number': 8576363819.0, 'city': 'Chennai', 'signup_date': '14-08-2024'}"
